X,Dam_Name,Continent,Lat,Long,Source,,Flag,Article_source,ORD_FLOW,storage,up_area_sk,dem,underground,sgr_dk_rav,row_max_tmin,row_max_q
30440,Parisotto,South America,-27.15795111,-52.770195,ANA,,unrecord,"Global Dam Tracker:A database of more than 45340dams with location,catchment,and attribute information",6,NA,149.48,598,221,159,20.2,203
30441,Evald Otto Heidrich,South America,-27.13441667,-50.13783333,ANA,,unrecord,"Global Dam Tracker:A database of more than 45341dams with location,catchment,and attribute information",7,NA,13.179,658,282,220,16.1,155.9
30442,Macuco,South America,-27.14900222,-52.77769139,ANA,,unrecord,"Global Dam Tracker:A database of more than 45342dams with location,catchment,and attribute information",6,NA,148.143,598,221,159,20.2,203
30443,Invernada das Mulas,South America,-27.14636972,-50.60771639,ANA,,unrecord,"Global Dam Tracker:A database of more than 45343dams with location,catchment,and attribute information",5,NA,459.451,949,184,38,15.3,177.9
30445,Casagrande SA,South America,-27.14019361,-50.4699575,ANA,,unrecord,"Global Dam Tracker:A database of more than 45344dams with location,catchment,and attribute information",6,NA,247.176,1022,196,20,14.7,173.2
30446,Índio Condá,South America,-27.13873639,-52.70115417,ANA,,unrecord,"Global Dam Tracker:A database of more than 45345dams with location,catchment,and attribute information",6,NA,174.287,631,272,133,19.8,199.8
30447,Ándio Condá,South America,-27.1382,-52.7004,,,unrecord,"Global Dam Tracker:A database of more than 45346dams with location,catchment,and attribute information",6,NA,174.287,631,272,133,19.8,199.8
30448,Rio das Pedras,South America,-27.13769583,-50.54354278,ANA,,unrecord,"Global Dam Tracker:A database of more than 45347dams with location,catchment,and attribute information",7,NA,11.4643,949,184,53,15,177.6
30449,Lambedor,South America,-27.13463722,-52.84583639,ANA,,unrecord,"Global Dam Tracker:A database of more than 45348dams with location,catchment,and attribute information",6,NA,76.642,487,329,76,20.7,200.1
30451,São Francisco,South America,-27.13298639,-51.44462194,ANA,,unrecord,"Global Dam Tracker:A database of more than 45349dams with location,catchment,and attribute information",5,NA,3632.02,772,369,44,17.3,181.2
30452,Santa Anna,South America,-27.13260278,-51.44435556,ANA,,unrecord,"Global Dam Tracker:A database of more than 45350dams with location,catchment,and attribute information",5,NA,3632.02,772,369,44,17.3,181.2
30454,Oeste,South America,-27.115417,-50.16875,GRanD,,unrecord,"Global Dam Tracker:A database of more than 45351dams with location,catchment,and attribute information",7,NA,39.7383,687,205,13,16.1,151.9
30455,Pueblo Viejo,South America,-27.1149,-65.7523,http://globalenergyobservatory.org/geoid/42305,,unrecord,"Global Dam Tracker:A database of more than 45352dams with location,catchment,and attribute information",6,NA,235.783,2671,710,284,18.5,5.4
30456,Dorvalino João Guzzi,South America,-27.11373222,-51.1833775,ANA,,unrecord,"Global Dam Tracker:A database of more than 45353dams with location,catchment,and attribute information",5,NA,414.149,844,368,58,16.5,173
30457,Rodeio Bonito,South America,-27.1106,-52.4806,ANA,,unrecord,"Global Dam Tracker:A database of more than 45354dams with location,catchment,and attribute information",5,NA,1435.27,511,500,28,19.6,206.4
30458,Rio Bonito Força e Luz,South America,-27.10307278,-51.23786556,ANA,,unrecord,"Global Dam Tracker:A database of more than 45355dams with location,catchment,and attribute information",5,NA,449.302,844,368,69,16.7,175
30459,Iraí,South America,-27.11388889,-53.34055556,ANA,,unrecord,"Global Dam Tracker:A database of more than 45356dams with location,catchment,and attribute information",5,NA,399.146,337,387,23,21.1,190.1
30460,Sopasta I,South America,-27.10714889,-51.25402917,ANA,,unrecord,"Global Dam Tracker:A database of more than 45357dams with location,catchment,and attribute information",5,NA,454.461,844,368,69,16.9,174.3
30461,Estreito,South America,-27.10555556,-51.43166667,ANA,,unrecord,"Global Dam Tracker:A database of more than 45358dams with location,catchment,and attribute information",5,NA,341.978,710,425,62,17.3,189.6
30462,Dona Amélia,South America,-27.10404583,-51.24929361,ANA,,unrecord,"Global Dam Tracker:A database of more than 45359dams with location,catchment,and attribute information",5,NA,2018.79,805,331,154,16.9,174.3
30463,Salto Góes,South America,-27.1044,-51.2861,ANA,,unrecord,"Global Dam Tracker:A database of more than 45360dams with location,catchment,and attribute information",5,NA,2635.15,797,421,36,16.9,174.3
30464,Brilhante,South America,-27.09958611,-50.13668333,ANA,,unrecord,"Global Dam Tracker:A database of more than 45361dams with location,catchment,and attribute information",6,NA,80.0602,687,205,345,16.3,150.6
30465,Bruno Heidrich,South America,-27.09861111,-50.13,ANA,,unrecord,"Global Dam Tracker:A database of more than 45362dams with location,catchment,and attribute information",6,NA,81.589,687,205,345,16.3,150.6
30466,Usina da Estação,South America,-27.09861389,-50.12998139,ANA,,unrecord,"Global Dam Tracker:A database of more than 45363dams with location,catchment,and attribute information",6,NA,81.589,687,205,345,16.3,150.6
30467,Buraco,South America,-27.0986775,-50.12992694,ANA,,unrecord,"Global Dam Tracker:A database of more than 45364dams with location,catchment,and attribute information",6,NA,81.589,687,205,345,16.3,150.6
30468,Erna Heidrich,South America,-27.09821833,-50.10654139,ANA,,unrecord,"Global Dam Tracker:A database of more than 45365dams with location,catchment,and attribute information",6,NA,100.887,687,205,208,17,147.7
30469,R & F Energia,South America,-27.09260667,-50.72277889,ANA,,unrecord,"Global Dam Tracker:A database of more than 45366dams with location,catchment,and attribute information",5,NA,735.633,868,52,65,15.6,169.7
30470,Brancher,South America,-27.08507611,-51.81834111,ANA,,unrecord,"Global Dam Tracker:A database of more than 45367dams with location,catchment,and attribute information",5,NA,354.104,859,323,35,17.2,184.9
30471,São Bento,South America,-27.0825,-51.43277778,ANA,,unrecord,"Global Dam Tracker:A database of more than 45368dams with location,catchment,and attribute information",6,NA,328.6,710,425,88,17,192.7
30472,Kunz,South America,-27.07438167,-51.77915278,ANA,,unrecord,"Global Dam Tracker:A database of more than 45369dams with location,catchment,and attribute information",6,NA,262.336,894,291,0,16.9,188.1
30473,Tateto,South America,-27.06805556,-51.45777778,ANA,,unrecord,"Global Dam Tracker:A database of more than 45370dams with location,catchment,and attribute information",6,NA,191.275,928,333,151,17,192.7
30474,Bom Retiro,South America,-27.06722222,-51.43305556,ANA,,unrecord,"Global Dam Tracker:A database of more than 45371dams with location,catchment,and attribute information",6,NA,323.822,710,425,180,17,192.7
30475,Horst Purnhagen,South America,-27.06472222,-49.98777778,ANA,,unrecord,"Global Dam Tracker:A database of more than 45372dams with location,catchment,and attribute information",7,NA,34.4199,569,182,336,17.2,157.3
30476,Cadoriti,South America,-27.065845,-50.64710222,ANA,,unrecord,"Global Dam Tracker:A database of more than 45373dams with location,catchment,and attribute information",5,NA,546.14,1008,226,44,15.3,161.9
30477,Induma,South America,-27.06077056,-49.97716139,ANA,,unrecord,"Global Dam Tracker:A database of more than 45374dams with location,catchment,and attribute information",7,NA,31.3612,569,182,336,17.2,157.3
30478,Vertente,South America,-27.05944444,-51.47027778,ANA,,unrecord,"Global Dam Tracker:A database of more than 45375dams with location,catchment,and attribute information",6,NA,184.393,928,333,151,16.8,190.1
30479,Apatita III,South America,-27.05946583,-50.60444056,ANA,,unrecord,"Global Dam Tracker:A database of more than 45376dams with location,catchment,and attribute information",5,NA,518.233,1008,226,9,15.1,161.3
30480,Cambuí,South America,-27.05666667,-51.48527778,ANA,,unrecord,"Global Dam Tracker:A database of more than 45377dams with location,catchment,and attribute information",6,NA,166.42,928,333,81,16.8,190.1
30482,Alto Palmital,South America,-27.0543,-49.97408694,ANA,,unrecord,"Global Dam Tracker:A database of more than 45378dams with location,catchment,and attribute information",7,NA,29.6408,569,182,336,17.2,157.3
30484,Força e Luz São Pedro,South America,-27.04927389,-51.23304694,ANA,,unrecord,"Global Dam Tracker:A database of more than 45379dams with location,catchment,and attribute information",5,NA,1923.2,805,331,28,16.7,172.7
30485,Barragem Alto Palmital,South America,-27.04561673,-49.97233123,ANA,,unrecord,"Global Dam Tracker:A database of more than 45380dams with location,catchment,and attribute information",7,NA,28.6849,569,182,336,17.2,157.3
30487,Xavantina,South America,-27.0264,-52.3753,,,unrecord,"Global Dam Tracker:A database of more than 45381dams with location,catchment,and attribute information",7,NA,0.764804,697,458,242,18.5,230.3
30489,Rio Rauhen,South America,-27.02721167,-50.1887225,ANA,,unrecord,"Global Dam Tracker:A database of more than 45382dams with location,catchment,and attribute information",6,NA,159.079,837,380,268,16.4,139.9
30490,Safira III,South America,-27.02762,-50.57289972,ANA,,unrecord,"Global Dam Tracker:A database of more than 45383dams with location,catchment,and attribute information",5,NA,436.781,1008,226,34,14.9,151.7
30491,Rio Verde,South America,-27.02688083,-50.18882972,ANA,,unrecord,"Global Dam Tracker:A database of more than 45384dams with location,catchment,and attribute information",6,NA,159.079,837,380,268,16.4,139.9
30492,Rio das Pacas,South America,-27.02907,-50.17251389,ANA,,unrecord,"Global Dam Tracker:A database of more than 45385dams with location,catchment,and attribute information",6,NA,174.95,837,380,268,16.4,139.9
30495,Bruno Heidrich Neto,South America,-27.02184361,-50.1863975,ANA,,unrecord,"Global Dam Tracker:A database of more than 45386dams with location,catchment,and attribute information",7,NA,12.0476,837,380,205,16.4,139.9
30496,desconhecido,South America,-27.01768799,-50.45152521,ANA,,unrecord,"Global Dam Tracker:A database of more than 45387dams with location,catchment,and attribute information",6,NA,11.284,1008,226,118,14,149.8
30498,Das Pedras - Videira,South America,-27.00805556,-51.08055556,ANA,,unrecord,"Global Dam Tracker:A database of more than 45388dams with location,catchment,and attribute information",6,NA,106.16,933,272,39,15.6,161
30499,Helena Kuhlemann,South America,-26.99824889,-49.67515111,ANA,,unrecord,"Global Dam Tracker:A database of more than 45389dams with location,catchment,and attribute information",7,NA,11.6654,488,336,321,18.1,175
30500,Barragem do Batalhão,South America,-26.99283382,-50.36397324,ANA,,unrecord,"Global Dam Tracker:A database of more than 45390dams with location,catchment,and attribute information",6,NA,52.9941,1091,204,7,14,140
30501,Hacker,South America,-26.98859889,-52.45213389,ANA,,unrecord,"Global Dam Tracker:A database of more than 45391dams with location,catchment,and attribute information",6,NA,164.423,803,338,179,18.4,243
30502,Barrinha,South America,-26.98848222,-52.45206278,ANA,,unrecord,"Global Dam Tracker:A database of more than 45392dams with location,catchment,and attribute information",6,NA,164.423,803,338,179,18.4,243
30503,Karl Kuhlemann,South America,-26.98759417,-49.68180861,ANA,,unrecord,"Global Dam Tracker:A database of more than 45393dams with location,catchment,and attribute information",6,NA,285.466,488,336,182,18.1,175
30504,Estreito,South America,-26.97783722,-51.17751889,ANA,,unrecord,"Global Dam Tracker:A database of more than 45394dams with location,catchment,and attribute information",5,NA,543.078,900,350,108,16.2,169.3
30505,Lontras,South America,-26.96582222,-52.459625,ANA,,unrecord,"Global Dam Tracker:A database of more than 45395dams with location,catchment,and attribute information",6,NA,152.371,803,338,219,18.2,248.7
30506,Ipoméia,South America,-26.96374111,-51.12552528,ANA,,unrecord,"Global Dam Tracker:A database of more than 45396dams with location,catchment,and attribute information",5,NA,1072.59,866,246,40,15.8,159.7
30508,Rio do Peixe,South America,-26.96029139,-51.15632444,ANA,,unrecord,"Global Dam Tracker:A database of more than 45397dams with location,catchment,and attribute information",5,NA,1096.89,866,246,51,16.2,162.2
30509,Itajaí do Oeste,South America,-26.95888889,-50.1775,ANA,,unrecord,"Global Dam Tracker:A database of more than 45398dams with location,catchment,and attribute information",6,NA,226.309,780,322,198,16.7,132.4
30510,Frascal,South America,-26.95711972,-50.48971,ANA,,unrecord,"Global Dam Tracker:A database of more than 45399dams with location,catchment,and attribute information",6,NA,330.232,1008,226,22,14.5,138.2
30511,desconhecido,South America,-26.95699789,-50.48961592,ANA,,unrecord,"Global Dam Tracker:A database of more than 45400dams with location,catchment,and attribute information",6,NA,330.232,1008,226,22,14.5,138.2
30512,Rio Verde,South America,-26.9556475,-50.17132972,ANA,,unrecord,"Global Dam Tracker:A database of more than 45401dams with location,catchment,and attribute information",6,NA,224.396,780,322,28,16.4,137.5
30513,G & D,South America,-26.95302722,-50.143005,ANA,,unrecord,"Global Dam Tracker:A database of more than 45402dams with location,catchment,and attribute information",6,NA,145.501,689,274,42,16.7,139.7
30515,desconhecido,South America,-26.94313818,-50.29942683,ANA,,unrecord,"Global Dam Tracker:A database of more than 45403dams with location,catchment,and attribute information",7,NA,5.35823,1091,204,107,13.5,134.6
30516,Lontra,South America,-26.94388889,-51.99527778,ANA,,unrecord,"Global Dam Tracker:A database of more than 45404dams with location,catchment,and attribute information",5,NA,335.682,944,455,66,15.9,212.3
30518,"Salto Cristo Rei (0,96 MW geração elétrica e 1,40 MW geração mecânica)",South America,-26.93655389,-51.89590444,ANA,,unrecord,"Global Dam Tracker:A database of more than 45405dams with location,catchment,and attribute information",6,NA,208.412,1063,239,156,15.4,203.5
30519,Central Usina II,South America,-26.93506944,-50.422875,ANA,,unrecord,"Global Dam Tracker:A database of more than 45406dams with location,catchment,and attribute information",6,NA,110.442,1144,251,122,14.3,136.1
30520,Vacaro,South America,-26.93138889,-51.91694444,ANA,,unrecord,"Global Dam Tracker:A database of more than 45407dams with location,catchment,and attribute information",6,NA,244.774,1063,239,81,15.6,208.3
30522,Ribeiro,South America,-26.92694444,-52.15055556,ANA,,unrecord,"Global Dam Tracker:A database of more than 45408dams with location,catchment,and attribute information",7,NA,9.76207,884,489,281,17.1,229.7
30523,Central I,South America,-26.91561694,-50.4100375,ANA,,unrecord,"Global Dam Tracker:A database of more than 45409dams with location,catchment,and attribute information",6,NA,64.3372,1144,251,121,13.9,130.2
30524,Rudolf Lindner,South America,-26.91372417,-50.73937056,ANA,,unrecord,"Global Dam Tracker:A database of more than 45410dams with location,catchment,and attribute information",6,NA,236.538,1064,182,14,14.6,141.2
30525,desconhecido,South America,-26.91189832,-51.92030716,ANA,,unrecord,"Global Dam Tracker:A database of more than 45411dams with location,catchment,and attribute information",7,NA,16.0813,1063,239,211,15.2,208.3
30527,Rio das Antas Energética,South America,-26.90605278,-51.08316028,ANA,,unrecord,"Global Dam Tracker:A database of more than 45412dams with location,catchment,and attribute information",5,NA,856.004,938,249,34,15.6,154.1
30528,desconhecido,South America,-26.88479467,-50.97983367,ANA,,unrecord,"Global Dam Tracker:A database of more than 45413dams with location,catchment,and attribute information",7,NA,11.4845,1023,182,120,15,148.2
30529,Ressaca II,South America,-26.88402611,-52.13724278,ANA,,unrecord,"Global Dam Tracker:A database of more than 45414dams with location,catchment,and attribute information",7,NA,22.2131,884,489,360,16.4,234.5
30531,Arroio Trinta,South America,-26.87797639,-51.28023056,ANA,,unrecord,"Global Dam Tracker:A database of more than 45415dams with location,catchment,and attribute information",6,NA,211.17,1087,313,92,15.6,170.2
30533,Sagrado Coração de Jesus,South America,-26.87273694,-52.03169361,ANA,,unrecord,"Global Dam Tracker:A database of more than 45416dams with location,catchment,and attribute information",6,NA,36.574,992,328,425,15.5,219.5
30534,Ressaca I,South America,-26.86365667,-52.10650194,ANA,,unrecord,"Global Dam Tracker:A database of more than 45417dams with location,catchment,and attribute information",7,NA,12.0649,884,489,360,15.8,232.7
30535,Foz do Xaxim,South America,-26.86,-52.74166667,ANA,,unrecord,"Global Dam Tracker:A database of more than 45418dams with location,catchment,and attribute information",7,NA,12.4477,436,375,87,20.2,277.5
30538,Goiabeira,South America,-26.83419694,-51.01412556,ANA,,unrecord,"Global Dam Tracker:A database of more than 45419dams with location,catchment,and attribute information",5,NA,578.378,953,233,32,15.4,153.4
30539,Barra da Europa II,South America,-26.82425,-52.91547222,ANA,,unrecord,"Global Dam Tracker:A database of more than 45420dams with location,catchment,and attribute information",5,NA,1000.59,431,342,9,19.9,284
30540,Fábrica,South America,-26.81587944,-51.01108361,ANA,,unrecord,"Global Dam Tracker:A database of more than 45421dams with location,catchment,and attribute information",5,NA,552.704,953,233,12,15.2,154.8
30541,Barragem Tedesco,South America,-26.80837892,-51.03543342,ANA,,unrecord,"Global Dam Tracker:A database of more than 45422dams with location,catchment,and attribute information",7,NA,8.81468,953,233,129,15.2,154.8
30542,Rio Mato,South America,-26.79962639,-51.950925,ANA,,unrecord,"Global Dam Tracker:A database of more than 45423dams with location,catchment,and attribute information",5,NA,433.998,1024,273,47,15.5,220.6
30543,Nova União,South America,-26.8,-52.58333333,ANA,,unrecord,"Global Dam Tracker:A database of more than 45424dams with location,catchment,and attribute information",5,NA,1647.62,547,289,48,19.1,270.1
30544,Bom Sucesso,South America,-26.79974806,-51.00857417,ANA,,unrecord,"Global Dam Tracker:A database of more than 45425dams with location,catchment,and attribute information",6,NA,382.76,938,153,60,15.2,154.8
30546,Prezzotto 1,South America,-26.79573889,-52.33932222,ANA,,unrecord,"Global Dam Tracker:A database of more than 45426dams with location,catchment,and attribute information",6,NA,41.1814,794,234,136,17.4,276.5
30548,Taquara Verde,South America,-26.79261694,-51.20923083,ANA,,unrecord,"Global Dam Tracker:A database of more than 45427dams with location,catchment,and attribute information",6,NA,87.2356,1089,267,83,14.7,167.9
30551,Pesqueiro,South America,-26.78833333,-52.47972222,ANA,,unrecord,"Global Dam Tracker:A database of more than 45428dams with location,catchment,and attribute information",6,NA,48.8462,697,227,263,18.5,272.6
30552,Tozzo,South America,-26.77527778,-51.92861111,ANA,,unrecord,"Global Dam Tracker:A database of more than 45429dams with location,catchment,and attribute information",6,NA,197.399,1121,237,66,15.5,221.8
30553,Alto Benedito Novo,South America,-26.7819,-49.3972,ANA,,unrecord,"Global Dam Tracker:A database of more than 45430dams with location,catchment,and attribute information",5,NA,600.16,555,355,48,18.5,147.6
30554,Perola,South America,-26.78149111,-49.39666,ANA,,unrecord,"Global Dam Tracker:A database of more than 45431dams with location,catchment,and attribute information",5,NA,600.16,555,355,48,18.5,147.6
30555,Central,South America,-26.78333333,-49.37305556,ANA,,unrecord,"Global Dam Tracker:A database of more than 45432dams with location,catchment,and attribute information",5,NA,694.691,555,355,68,18.5,166.3
30556,Boi Morto,South America,-26.77444444,-52.92927778,ANA,,unrecord,"Global Dam Tracker:A database of more than 45433dams with location,catchment,and attribute information",5,NA,688.336,532,351,42,19.8,289
30561,Spessatto,South America,-27.31771111,-51.47751667,ANA,,unrecord,"Global Dam Tracker:A database of more than 45434dams with location,catchment,and attribute information",5,NA,366.222,686,289,153,17.9,143.7
30562,Salto do Leão,South America,-27.31583333,-51.47722222,ANA,,unrecord,"Global Dam Tracker:A database of more than 45435dams with location,catchment,and attribute information",5,NA,365.841,686,289,153,17.9,143.7
30563,Santo Cristo I,South America,-27.84083333,-54.55361111,ANA,,unrecord,"Global Dam Tracker:A database of more than 45436dams with location,catchment,and attribute information",5,NA,367.746,256,213,18,22.1,176.9
30564,Campo Alto,South America,-27.83728611,-51.28363889,ANA,,unrecord,"Global Dam Tracker:A database of more than 45437dams with location,catchment,and attribute information",6,NA,117.412,868,258,199,16.9,168.2
30565,Caneleira,South America,-27.83305556,-53.00833333,ANA,,unrecord,"Global Dam Tracker:A database of more than 45438dams with location,catchment,and attribute information",6,NA,281.326,437,219,20,20.9,169.4
30566,Abaúna,South America,-27.82335944,-52.069615,ANA,,unrecord,"Global Dam Tracker:A database of more than 45439dams with location,catchment,and attribute information",7,NA,3.98595,628,316,10,19.3,176.4
30567,São Sebastião,South America,-27.82126306,-51.28138083,ANA,,unrecord,"Global Dam Tracker:A database of more than 45440dams with location,catchment,and attribute information",6,NA,124.246,868,258,199,17,167.1
30568,Barragem Rio Caveiras,South America,-27.81522124,-50.48059397,ANA,,unrecord,"Global Dam Tracker:A database of more than 45441dams with location,catchment,and attribute information",7,NA,1046.89,933,197,19,15.9,164.3
30569,Usina Velha,South America,-27.80472222,-53.01666667,ANA,,unrecord,"Global Dam Tracker:A database of more than 45442dams with location,catchment,and attribute information",7,NA,4.3675,410,284,0,20.9,169.4
30570,Glória,South America,-27.79691944,-51.22740556,ANA,,unrecord,"Global Dam Tracker:A database of more than 45443dams with location,catchment,and attribute information",6,NA,194.276,868,258,233,17,166.1
30571,Cerro Grande,South America,-27.79083333,-54.59277778,ANA,,unrecord,"Global Dam Tracker:A database of more than 45444dams with location,catchment,and attribute information",5,NA,448.049,256,213,5,22.2,185.9
30572,Willy Faller,South America,-27.79032667,-51.00097583,ANA,,unrecord,"Global Dam Tracker:A database of more than 45445dams with location,catchment,and attribute information",6,NA,70.6461,904,330,166,16,167.8
30573,Taimbé 1,South America,-27.77968778,-50.62647667,ANA,,unrecord,"Global Dam Tracker:A database of more than 45446dams with location,catchment,and attribute information",6,NA,152.77,930,208,41,16,175.2
30578,Taimbé 2,South America,-27.76024556,-50.63492028,ANA,,unrecord,"Global Dam Tracker:A database of more than 45447dams with location,catchment,and attribute information",6,NA,183.347,930,208,50,16,175.2
30579,Erexim F,South America,-27.7490975,-52.42857306,ANA,,unrecord,"Global Dam Tracker:A database of more than 45448dams with location,catchment,and attribute information",6,NA,93.231,697,266,66,19.4,164.6
30580,Santo Cristo II,South America,-27.75055556,-54.63111111,ANA,,unrecord,"Global Dam Tracker:A database of more than 45449dams with location,catchment,and attribute information",5,NA,534.83,223,270,24,22.3,193.2
30584,Turvo,South America,-27.72497222,-53.77105333,ANA,,unrecord,"Global Dam Tracker:A database of more than 45450dams with location,catchment,and attribute information",7,NA,6.83998,474,177,49,20.6,191.4
30585,Fazenda Santa Sofia,South America,-27.72488139,-52.1335725,ANA,,unrecord,"Global Dam Tracker:A database of more than 45451dams with location,catchment,and attribute information",6,NA,81.6737,670,224,146,19,184.2
30586,João Elói,South America,-27.71222222,-48.83555556,ANA,,unrecord,"Global Dam Tracker:A database of more than 45452dams with location,catchment,and attribute information",6,NA,260.815,516,389,66,19.1,139.7
30588,Erval Novo,South America,-27.70166667,-54.65583333,ANA,,unrecord,"Global Dam Tracker:A database of more than 45453dams with location,catchment,and attribute information",5,NA,570.932,223,270,20,22.4,200.7
30589,Los Quirogas,South America,-27.691161,-64.310982,Aquastat; http://www.orsep.gob.ar/presas.php,,unrecord,"Global Dam Tracker:A database of more than 45454dams with location,catchment,and attribute information",4,NA,27516.1,196,39,8,22.4,4.3
30590,Águas Termais da Cascata Nazzari,South America,-27.68508778,-52.17422306,ANA,,unrecord,"Global Dam Tracker:A database of more than 45455dams with location,catchment,and attribute information",6,NA,56.4377,680,220,206,19.1,180.1
30592,Salto Quatis,South America,-27.66138889,-49.08,ANA,,unrecord,"Global Dam Tracker:A database of more than 45456dams with location,catchment,and attribute information",6,NA,94.0656,902,365,35,17.2,153
30595,Antunes,South America,-27.656355,-51.19311417,ANA,,unrecord,"Global Dam Tracker:A database of more than 45457dams with location,catchment,and attribute information",6,NA,59.4973,811,362,35,16.9,169.1
30596,Sacramento,South America,-27.64444444,-48.86472222,ANA,,unrecord,"Global Dam Tracker:A database of more than 45458dams with location,catchment,and attribute information",6,NA,53.6318,483,375,262,19.4,139.9
30599,Caldas do Norte,South America,-27.63361111,-48.87944444,ANA,,unrecord,"Global Dam Tracker:A database of more than 45459dams with location,catchment,and attribute information",6,NA,46.5952,483,375,262,18.5,148.2
30600,Canto do Schulwz,South America,-27.62722222,-48.88611111,ANA,,unrecord,"Global Dam Tracker:A database of more than 45460dams with location,catchment,and attribute information",6,NA,41.4607,483,375,262,18.5,148.2
30603,Turvo 7,South America,-27.61242528,-53.79247167,ANA,,unrecord,"Global Dam Tracker:A database of more than 45461dams with location,catchment,and attribute information",5,NA,944.474,443,224,66,20.7,186.6
30604,Pinho Fibras,South America,-27.61134694,-49.02443722,ANA,,unrecord,"Global Dam Tracker:A database of more than 45462dams with location,catchment,and attribute information",6,NA,148.827,765,307,152,17.9,150.6
30605,Carlos Bevilácqua,South America,-27.60269528,-53.39201889,ANA,,unrecord,"Global Dam Tracker:A database of more than 45463dams with location,catchment,and attribute information",5,NA,397.439,504,226,18,20.2,179.9
30607,Represa Olinkraft,South America,-27.59798851,-49.73991184,ANA,,unrecord,"Global Dam Tracker:A database of more than 45464dams with location,catchment,and attribute information",6,NA,50.9761,910,221,22,15.7,163.9
30608,Pito,South America,-27.59527778,-51.35083333,ANA,,unrecord,"Global Dam Tracker:A database of more than 45465dams with location,catchment,and attribute information",4,NA,14499.4,756,336,49,17.7,157
30610,Moinho,South America,-27.56227278,-53.18820417,ANA,,unrecord,"Global Dam Tracker:A database of more than 45466dams with location,catchment,and attribute information",6,NA,186.153,437,257,85,21.1,179.7
30613,Iguaçu-Hidro 1,South America,-27.54784583,-51.19667583,ANA,,unrecord,"Global Dam Tracker:A database of more than 45467dams with location,catchment,and attribute information",5,NA,582.824,845,266,139,16.8,170.2
30615,Foz do Bonito,South America,-27.547875,-49.45041389,ANA,,unrecord,"Global Dam Tracker:A database of more than 45468dams with location,catchment,and attribute information",6,NA,54.6363,663,258,357,17.4,169.5
30617,Iguaçu-Hidro 2/3,South America,-27.54403889,-51.17493889,ANA,,unrecord,"Global Dam Tracker:A database of more than 45469dams with location,catchment,and attribute information",5,NA,575.401,845,266,139,16.8,170.2
30622,Santa Maria,South America,-27.52888889,-48.86888889,ANA,,unrecord,"Global Dam Tracker:A database of more than 45470dams with location,catchment,and attribute information",7,NA,30.8367,437,425,958,20,153.5
30624,Agudo,South America,-27.5247,-51.5067,resourcewatch.org,,unrecord,"Global Dam Tracker:A database of more than 45471dams with location,catchment,and attribute information",6,NA,124.387,772,259,279,17.9,140.5
30627,Frederico João Cerutti SA,South America,-27.51333333,-53.43111111,ANA,,unrecord,"Global Dam Tracker:A database of more than 45472dams with location,catchment,and attribute information",5,NA,509.712,504,226,92,20.6,180.9
30628,Médio Garcia,South America,-27.51139417,-49.00000056,ANA,,unrecord,"Global Dam Tracker:A database of more than 45473dams with location,catchment,and attribute information",6,NA,368.329,606,525,110,18.2,152.7
30629,Sebastião Paz de Almeida,South America,-27.50078611,-51.37741389,ANA,,unrecord,"Global Dam Tracker:A database of more than 45474dams with location,catchment,and attribute information",6,NA,246.197,772,198,54,17.4,150.9
30634,São Roque,South America,-27.49755944,-50.80536694,ANA,,unrecord,"Global Dam Tracker:A database of more than 45475dams with location,catchment,and attribute information",4,NA,10046.3,822,286,16,16.4,205.6
30636,Ítalo Gastão Boff,South America,-27.48156389,-51.36958333,ANA,,unrecord,"Global Dam Tracker:A database of more than 45476dams with location,catchment,and attribute information",6,NA,209.624,772,198,53,17,153.7
30637,Agropel,South America,-27.48111111,-49.87472222,ANA,,unrecord,"Global Dam Tracker:A database of more than 45477dams with location,catchment,and attribute information",6,NA,91.5506,793,249,261,16.1,177.3
30638,Passo do Cervo,South America,-27.47638889,-52.80111111,ANA,,unrecord,"Global Dam Tracker:A database of more than 45478dams with location,catchment,and attribute information",7,NA,17.5229,569,325,307,19.8,185.2
30639,Rio Fortaleza,South America,-27.47357694,-53.45744,ANA,,unrecord,"Global Dam Tracker:A database of more than 45479dams with location,catchment,and attribute information",5,NA,558.835,432,330,30,20.5,181.6
30641,Herval,South America,-27.46322972,-51.64062694,ANA,,unrecord,"Global Dam Tracker:A database of more than 45480dams with location,catchment,and attribute information",6,NA,103.281,708,248,291,18.9,146.5
30642,Ponto 13,South America,-27.46194444,-52.77055556,ANA,,unrecord,"Global Dam Tracker:A database of more than 45481dams with location,catchment,and attribute information",7,NA,10.0964,569,325,451,19.9,181.4
30644,desconhecido,South America,-27.43650457,-49.92110781,ANA,,unrecord,"Global Dam Tracker:A database of more than 45482dams with location,catchment,and attribute information",7,NA,8.76251,879,123,12,15.7,180.1
30645,desconhecido,South America,-27.43441644,-49.92935518,ANA,,unrecord,"Global Dam Tracker:A database of more than 45483dams with location,catchment,and attribute information",7,NA,8.76251,879,123,12,15.7,180.1
30646,desconhecido,South America,-27.43398184,-49.92312625,ANA,,unrecord,"Global Dam Tracker:A database of more than 45484dams with location,catchment,and attribute information",7,NA,8.76251,879,123,12,15.7,180.1
30647,Pinhal,South America,-27.44416667,-49.125,ANA,,unrecord,"Global Dam Tracker:A database of more than 45485dams with location,catchment,and attribute information",6,NA,80.3811,673,382,270,17.4,167.2
